Venue Name,Venue Address,Day,Hour,Busyness
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,6,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,7,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,8,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,9,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,10,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,11,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,12,Below average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,13,Below average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,14,Below average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,15,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,16,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,17,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,18,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,19,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,20,Below average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,21,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,22,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,23,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,0,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,1,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,2,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,3,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,4,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Monday,5,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,6,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,7,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,8,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,9,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,10,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,11,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,12,Below average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,13,Below average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,14,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,15,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,16,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,17,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,18,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,19,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,20,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,21,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,22,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,23,Below average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,0,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,1,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,2,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,3,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,4,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Tuesday,5,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,6,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,7,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,8,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,9,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,10,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,11,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,12,Below average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,13,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,14,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,15,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,16,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,17,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,18,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,19,High
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,20,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,21,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,22,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,23,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,0,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,1,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,2,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,3,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,4,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Wednesday,5,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,6,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,7,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,8,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,9,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,10,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,11,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,12,Below average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,13,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,14,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,15,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,16,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,17,High
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,18,High
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,19,High
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,20,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,21,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,22,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,23,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,0,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,1,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,2,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,3,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,4,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Thursday,5,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,6,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,7,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,8,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,9,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,10,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,11,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,12,Below average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,13,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,14,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,15,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,16,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,17,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,18,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,19,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,20,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,21,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,22,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,23,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,0,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,1,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,2,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,3,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,4,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Friday,5,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,6,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,7,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,8,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,9,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,10,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,11,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,12,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,13,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,14,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,15,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,16,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,17,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,18,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,19,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,20,Above average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,21,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,22,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,23,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,0,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,1,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,2,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,3,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,4,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Saturday,5,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,6,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,7,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,8,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,9,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,10,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,11,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,12,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,13,Below average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,14,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,15,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,16,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,17,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,18,Average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,19,Below average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,20,Below average
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,21,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,22,Low
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,23,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,0,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,1,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,2,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,3,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,4,Closed
The Old Kings Head,"King's Head Yard, London SE1 1NA, United Kingdom",Sunday,5,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,6,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,7,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,8,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,9,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,10,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,11,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,12,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,13,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,14,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,15,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,16,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,17,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,18,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,19,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,20,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,21,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,22,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,23,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,0,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,1,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,2,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,3,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,4,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Monday,5,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,6,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,7,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,8,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,9,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,10,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,11,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,12,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,13,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,14,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,15,Low
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,16,Average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,17,Average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,18,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,19,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,20,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,21,Average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,22,Average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,23,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,0,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,1,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,2,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,3,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,4,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Tuesday,5,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,6,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,7,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,8,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,9,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,10,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,11,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,12,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,13,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,14,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,15,Low
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,16,Average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,17,Average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,18,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,19,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,20,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,21,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,22,Average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,23,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,0,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,1,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,2,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,3,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,4,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Wednesday,5,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,6,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,7,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,8,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,9,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,10,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,11,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,12,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,13,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,14,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,15,Low
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,16,Average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,17,Average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,18,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,19,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,20,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,21,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,22,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,23,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,0,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,1,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,2,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,3,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,4,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Thursday,5,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,6,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,7,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,8,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,9,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,10,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,11,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,12,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,13,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,14,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,15,Average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,16,Average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,17,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,18,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,19,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,20,High
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,21,High
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,22,High
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,23,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,0,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,1,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,2,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,3,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,4,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Friday,5,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,6,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,7,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,8,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,9,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,10,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,11,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,12,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,13,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,14,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,15,Average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,16,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,17,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,18,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,19,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,20,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,21,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,22,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,23,Above average
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,0,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,1,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,2,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,3,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,4,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Saturday,5,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Sunday,6,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Sunday,7,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Sunday,8,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Sunday,9,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Sunday,10,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Sunday,11,Closed
Swift Borough,"66 Borough High St, London SE1 1XF, United Kingdom",Sunday,12,Closed
